Source,Target,Category,Weight
't Serstevens,André Messager,MA-subj,1
't Serstevens,Brichart,MA-subj,1
't Serstevens,Bruneel,MA-subj,1
't Serstevens,Bâillon,MA-subj,1
't Serstevens,Cathala,MA-subj,1
't Serstevens,Collyns,MA-subj,1
't Serstevens,Communi,MA-subj,1
't Serstevens,Corthacls,MA-subj,1
't Serstevens,Courtin,MA-subj,1
't Serstevens,Damman,MA-subj,1
't Serstevens,Deisser,MA-subj,1
't Serstevens,Drieghe,MA-subj,1
't Serstevens,Duval,MA-subj,1
't Serstevens,G. Michel,MA-subj,1
't Serstevens,Gilliams,MA-subj,1
't Serstevens,Hartjens,MA-subj,1
't Serstevens,Janssens,MA-subj,1
't Serstevens,Legaeite,MA-subj,1
't Serstevens,Lemonnier,MA-subj,1
't Serstevens,Louwette,MA-subj,1
't Serstevens,Lucien Cooremans,MA-subj,1
't Serstevens,Léon Coeckelbergh,MA-subj,1
't Serstevens,Marcel Antoine,MA-subj,1
't Serstevens,Materne,MA-subj,1
't Serstevens,Max,MA-subj,1
't Serstevens,Meeus,MA-subj,1
't Serstevens,Mestag,MA-subj,1
't Serstevens,Mousset,MA-subj,1
't Serstevens,Peten,MA-subj,1
't Serstevens,Provis,MA-subj,1
't Serstevens,Rettig,MA-subj,1
't Serstevens,Solvay,MA-subj,1
't Serstevens,Stern,MA-subj,1
't Serstevens,Van Loo,MA-subj,1
't Serstevens,Villers,MA-subj,1
A. Mombaerts,Marcel Antoine,MA-subj,1
A. Mombaerts,Mme Tart-Thomson,MA-subj,1
A. Mombaerts,de Ghistelles,MA-subj,1
A. Samedi,Albert Lenoir,MineSouriante,1
A. Samedi,Bovesse,MineSouriante,1
A. Samedi,Carlo Carldana,MineSouriante,1
A. Samedi,Denise Beeli,MineSouriante,1
A. Samedi,Ferdinand Janson,MineSouriante,1
A. Samedi,Gaston Chandry,MineSouriante,1
A. Samedi,Henderyckx,MineSouriante,1
A. Samedi,Henri Lemaire,MineSouriante,1
A. Samedi,Hymans,MineSouriante,1
A. Samedi,Jean Ancia,MineSouriante,1
A. Samedi,Jean-Emile,MineSouriante,1
A. Samedi,Jeanne Hovine,MineSouriante,1
A. Samedi,Jules Lempereur,MineSouriante,1
A. Samedi,Jules-Marie Canneel,MineSouriante,1
A. Samedi,Kupfferschlaeger,MineSouriante,1
A. Samedi,Lippens,MineSouriante,1
A. Samedi,Louis Lou,MineSouriante,1
A. Samedi,Léo Jo,MineSouriante,1
A. Samedi,Marcel Antoine,MineSouriante,1
A. Samedi,Marie Dubas,MineSouriante,1
A. Samedi,Max,MineSouriante,1
A. Samedi,MoroGiafferi,MineSouriante,1
A. Samedi,Nanreff,MineSouriante,1
A. Samedi,P. Gravez,MineSouriante,1
A. Samedi,Rali,MineSouriante,1
A. Samedi,Ray Ber,MineSouriante,1
A. Samedi,Raymond Berghmans,MineSouriante,1
A. Samedi,Robert Van der Straeten,MineSouriante,1
A. Samedi,Scouflaire,MineSouriante,1
A. Samedi,Spaak,MineSouriante,1
A. Samedi,Strasyeny,MineSouriante,1
A. Samedi,Van Cleemput,MineSouriante,1
A. Samedi,Victor 'T Sas,MineSouriante,1
A. Samedi,Victor De Groux,MineSouriante,1
A. Samedi,Wilcar,MineSouriante,1
A. Samedi,comte van der Burgh,MineSouriante,1
A. Sparmont,Albert Lenoir,MineSouriante,2
A. Sparmont,Alex,MineSouriante,1
A. Sparmont,Alka,MineSouriante,1
A. Sparmont,Blum,MineSouriante,1
A. Sparmont,Capucine,MineSouriante,1
A. Sparmont,Denise Beeli,MineSouriante,1
A. Sparmont,Destree,MineSouriante,1
A. Sparmont,Dratz,MineSouriante,1
A. Sparmont,Ex,MineSouriante,1
A. Sparmont,Fédéri,MineSouriante,1
A. Sparmont,Gosset,MineSouriante,1
A. Sparmont,Gus,MineSouriante,1
A. Sparmont,Horn,MineSouriante,1
A. Sparmont,J.-J. Martin,MineSouriante,1
A. Sparmont,Jacques Henriette,MineSouriante,1
A. Sparmont,Janssens,MineSouriante,1
A. Sparmont,Jean-Emile,MineSouriante,1
A. Sparmont,Jules-Marie Canneel,MineSouriante,2
A. Sparmont,Kari,MineSouriante,1
A. Sparmont,Lucien Cooremans,MineSouriante,1
A. Sparmont,Marcel Antoine,MineSouriante,3
A. Sparmont,Martin,MineSouriante,1
A. Sparmont,Moncassel,MineSouriante,1
A. Sparmont,Nanreff,MineSouriante,1
A. Sparmont,O. Siniaver,MineSouriante,1
A. Sparmont,Poullet,MineSouriante,1
A. Sparmont,Pouzet,MineSouriante,1
A. Sparmont,Rali,MineSouriante,1
A. Sparmont,Ray Mu,MineSouriante,1
A. Sparmont,Scouflaire,MineSouriante,1
A. Sparmont,Serge Creuz,MineSouriante,1
A. Sparmont,Tenaz,MineSouriante,1
A. Sparmont,Van der Stijlac,MineSouriante,1
Abel Faivre,Albert Lepage,MineSouriante,1
Abel Faivre,Amédée Lynen,MineSouriante,1
Abel Faivre,Armand Van der Elst,MineSouriante,1
Abel Faivre,Ex,MineSouriante,1
Abel Faivre,Francis André,MineSouriante,1
Abel Faivre,Georges Antoine,MineSouriante,1
Abel Faivre,Germaine Hagemans,MineSouriante,1
Abel Faivre,Henri Lemaire,MineSouriante,1
Abel Faivre,Hergé,MineSouriante,1
Abel Faivre,Heu,MineSouriante,1
Abel Faivre,Jacques Bertrand,MineSouriante,1
Abel Faivre,Jacques Henriette,MineSouriante,1
Abel Faivre,Jacques Laudy,MineSouriante,1
Abel Faivre,Jean Ancia,MineSouriante,1
Abel Faivre,Jeanne Hovine,MineSouriante,1
Abel Faivre,Klec,MineSouriante,1
Abel Faivre,Léandre,MineSouriante,1
Abel Faivre,Marcel Antoine,MineSouriante,1
Abel Faivre,Max Servais,MineSouriante,1
Abel Faivre,Ochs,MineSouriante,1
Abel Faivre,Pitje Schramouille,MineSouriante,1
Abel Faivre,R.D.,MineSouriante,1
Abel Faivre,Raoul Janssen,MineSouriante,1
Abel Faivre,Roméo Dumoulin,MineSouriante,1
Abel Faivre,Scouflaire,MineSouriante,1
Abel Faivre,T. Rompaey,MineSouriante,1
Abel Faivre,Van Cleemput,MineSouriante,1
Abel Faivre,Victor 'T Sas,MineSouriante,1
Abel Faivre,Victor De Groux,MineSouriante,1
Abel Faivre,Wilcar,MineSouriante,1
Abel Hermant,Adolphe Max,MA-subj,1
Abel Hermant,Euclide,MA-subj,1
Abel Hermant,Jean-Pierre Aumont,MA-subj,1
Abel Hermant,Marcel Antoine,MA-subj,1
Abel Hermant,Maurice Chevalier,MA-subj,1
Abel Hermant,Maurice de Waleffe,MA-subj,1
Abel Hermant,Paul Reboux,MA-subj,1
Abel Hermant,Reginald Denny,MA-subj,1
Abel Hermant,René CHASSART,MA-subj,1
Adant,Benoit Bayens,MA-subj,1
Adant,Decock,MA-subj,1
Adant,Jean Drognier,MA-subj,1
Adant,Léon Coeckelbergh,MA-subj,1
Adant,Marcel Antoine,MA-subj,1
Adant,Nelly Van de Vliet,MA-subj,1
Adant,Philippe Drognier,MA-subj,1
Adant,Roméo Dumoulin,MA-subj,1
Adant,Van Opdenbosch,MA-subj,1
Adant,Vanhaelen,MA-subj,1
Adant,Yvonne Labory,MA-subj,1
Adolphe Max,Albert Lenoir,MineSouriante,1
Adolphe Max,Armand Huysmans,MineSouriante,1
Adolphe Max,Armand Van der Elst,MineSouriante,1
Adolphe Max,Charles Fonck,MA-subj,1
Adolphe Max,Degroux,MineSouriante,1
Adolphe Max,Denise Beeli,MineSouriante,1
Adolphe Max,Depiere,MineSouriante,1
Adolphe Max,Elisabeth,MA-subj,1
Adolphe Max,Euclide,MA-subj,1
Adolphe Max,Ex,MineSouriante,1
Adolphe Max,Gosset,MineSouriante,1
Adolphe Max,H. Kerels,MineSouriante,1
Adolphe Max,Henderyckx,MineSouriante,1
Adolphe Max,Henri Lemaire,MineSouriante,1
Adolphe Max,James Ensor,MineSouriante,1
Adolphe Max,Jean Ancia,MineSouriante,1
Adolphe Max,Jean Dratz,MineSouriante,1
Adolphe Max,Jean-Emile,MineSouriante,1
Adolphe Max,Jean-Pierre Aumont,MA-subj,1
Adolphe Max,Jules Lempereur,MineSouriante,1
Adolphe Max,Jules-Marie Canneel,MineSouriante,1
Adolphe Max,Léo Jo,MineSouriante,1
Adolphe Max,Marcel Antoine,MA-subj,3
Adolphe Max,Marcel Antoine,MineSouriante,1
Adolphe Max,Maurice Chevalier,MA-subj,1
Adolphe Max,Maurice de Waleffe,MA-subj,1
Adolphe Max,Max,MA-subj,1
Adolphe Max,Mister Van,MineSouriante,1
Adolphe Max,Moeremans,MineSouriante,1
Adolphe Max,Nanreff,MineSouriante,1
Adolphe Max,O. Goossens,MA-subj,1
Adolphe Max,Oarldana,MineSouriante,1
Adolphe Max,Ochs,MineSouriante,1
Adolphe Max,Paul Leclercq,MineSouriante,1
Adolphe Max,Paul Reboux,MA-subj,1
Adolphe Max,Rali,MineSouriante,1
Adolphe Max,Ray Ber,MineSouriante,1
Adolphe Max,Raymond Vaxelaire,MA-subj,1
Adolphe Max,Reginald Denny,MA-subj,1
Adolphe Max,René CHASSART,MA-subj,1
Adolphe Max,Scouflaire,MineSouriante,1
Adolphe Max,Sortet,MineSouriante,1
Adolphe Max,Staquet,MineSouriante,1
Adolphe Max,Swyncop,MineSouriante,1
Adolphe Max,Van Cleemput,MineSouriante,1
Adolphe Max,Vanderstraeten,MineSouriante,1
Adolphe Max,Victor 'T Sas,MineSouriante,1
Adolphe Max,Wilcar,MineSouriante,1
Adolphe Max,le docteur Lust,MA-subj,1
Agramont,Albert Lenoir,MineSouriante,1
Agramont,Camille Gosset,MineSouriante,1
Agramont,Chapelinckx,MineSouriante,1
Agramont,De Marchi,MineSouriante,1
Agramont,Elza Delbovier,MineSouriante,1
Agramont,Ex,MineSouriante,1
Agramont,Fernand Leane,MineSouriante,1
Agramont,Gliesch,MineSouriante,1
Agramont,Hellemans,MineSouriante,1
Agramont,Hendrickx,MineSouriante,1
Agramont,Jean-Emile,MineSouriante,1
Agramont,Jules Lempereur,MineSouriante,1
Agramont,Jules-Marie Canneel,MineSouriante,1
Agramont,Klec,MineSouriante,1
Agramont,Mady Purnode,MineSouriante,1
Agramont,Marcel Antoine,MineSouriante,1
Agramont,Max Moreau,MineSouriante,1
Agramont,Moedyck,MineSouriante,1
Agramont,Philippe Quersin,MineSouriante,1
Agramont,Rali,MineSouriante,1
Agramont,René Piccolo,MineSouriante,1
Agramont,Tony Stiasteny,MineSouriante,1
Agramont,Van Cleemput,MineSouriante,1
Agramont,Victor 'T Sas,MineSouriante,1
Agramont,de la Berge Fleurie,MineSouriante,1
Aimée Morin,Bervyl,MA-subj,1
Aimée Morin,Carty,MA-subj,1
Aimée Morin,Dany Walter,MA-subj,1
Aimée Morin,Dix Dix,MA-subj,1
Aimée Morin,Fred Larry,MA-subj,1
Aimée Morin,Georges Rex,MA-subj,1
Aimée Morin,Iliona,MA-subj,1
Aimée Morin,Jackie Master,MA-subj,1
Aimée Morin,Je et G . Chaud,MA-subj,1
Aimée Morin,Jean Suis,MA-subj,1
Aimée Morin,Joe Caplin,MA-subj,1
Aimée Morin,Lily Tambour,MA-subj,1
Aimée Morin,M . Boland,MA-subj,1
Aimée Morin,Marcel Antoine,MA-subj,1
Aimée Morin,René Tolmar,MA-subj,1
Aimée Morin,Réne Ramlot,MA-subj,1
Albert Coppens,Albert Lenoir,MA-subj,1
Albert Coppens,Baillien,MA-subj,1
Albert Coppens,Baxis,MA-subj,1
Albert Coppens,Blum,MA-subj,1
Albert Coppens,Brichart,MA-subj,1
Albert Coppens,De Block,MA-subj,1
Albert Coppens,Duseausoi,MA-subj,1
Albert Coppens,Ensch,MA-subj,1
Albert Coppens,Ghiny,MA-subj,1
Albert Coppens,Hellin,MA-subj,1
Albert Coppens,Herman Bossaerts,MA-subj,1
Albert Coppens,Hermès,MA-subj,1
Albert Coppens,Jules Duwaerts,MA-subj,1
Albert Coppens,Kockelmeyer,MA-subj,1
Albert Coppens,L. Mestdagh,MA-subj,1
Albert Coppens,Léon De Greef,MA-subj,1
Albert Coppens,Marcel Antoine,MA-subj,1
Albert Coppens,Marcel Vermeersch,MA-subj,1
Albert Coppens,Maurice,MA-subj,1
Albert Coppens,Maurice Fraikin,MA-subj,1
Albert Coppens,Mordant,MA-subj,1
Albert Coppens,Moulc-kers,MA-subj,1
Albert Coppens,Oscar Biltiau,MA-subj,1
Albert Coppens,Pierre Carton,MA-subj,1
Albert Coppens,Quintin,MA-subj,1
Albert Coppens,Raiff,MA-subj,1
Albert Coppens,Raymond Foucart,MA-subj,1
Albert Coppens,René Ponly,MA-subj,1
Albert Coppens,Robert Allard,MA-subj,1
Albert Coppens,Rutteau,MA-subj,1
Albert Coppens,Scherrier,MA-subj,1
Albert Coppens,Smelten,MA-subj,1
Albert Coppens,Soupart,MA-subj,1
Albert Coppens,Stoffyn,MA-subj,1
Albert Coppens,Tasnier,MA-subj,1
Albert Coppens,Tillière,MA-subj,1
Albert Coppens,Van Compernolle,MA-subj,1
Albert Coppens,Van Grunderbeek,MA-subj,1
Albert Coppens,Van Rysselberghe,MA-subj,1
Albert Coppens,Victor De Boeck,MA-subj,1
Albert Coppens,Victor Duquesne,MA-subj,1
Albert Coppens,Vloebergh,MA-subj,1
Albert Coppens,l'échevin Blum,MA-subj,1
Albert Delvaux,André Mile,MineSouriante,1
Albert Delvaux,Giraud-Mangin,MineSouriante,1
Albert Delvaux,Marcel Antoine,MineSouriante,1
Albert Delvaux,Mister Van,MineSouriante,1
Albert Delvaux,Quiévreux,MineSouriante,1
Albert Delvaux,Williot,MineSouriante,1
Albert Lenoir,Albert Uîens,MA-subj,1
Albert Lenoir,Alex,MineSouriante,1
Albert Lenoir,Alexis Peclers,MA-subj,1
Albert Lenoir,Alka,MineSouriante,1
Albert Lenoir,Amédée Lynen,MineSouriante,6
Albert Lenoir,Andrée Coupez,MA-subj,1
Albert Lenoir,Armand Huysmans,MineSouriante,1
Albert Lenoir,Armand Massonnet,MA-subj,1
Albert Lenoir,Armand Van der Elst,MineSouriante,3
Albert Lenoir,Attanasion,MineSouriante,1
Albert Lenoir,Aug Willemssen,MA-subj,1
Albert Lenoir,Auguste Piccard,MineSouriante,1
Albert Lenoir,Ausloos,MA-subj,1
Albert Lenoir,Baillien,MA-subj,1
Albert Lenoir,Barrez,MineSouriante,1
Albert Lenoir,Bastien,MineSouriante,1
Albert Lenoir,Baxis,MA-subj,1
Albert Lenoir,Beausillon'y,MineSouriante,1
Albert Lenoir,Bella Darms,MineSouriante,1
Albert Lenoir,Bierman,MA-subj,1
Albert Lenoir,Bizuth,MineSouriante,1
Albert Lenoir,Blommaert,MA-subj,1
Albert Lenoir,Blum,MA-subj,3
Albert Lenoir,Bob Boudart,MineSouriante,1
Albert Lenoir,Bodart,MineSouriante,1
Albert Lenoir,Borra,MineSouriante,1
Albert Lenoir,Bousson,MA-subj,1
Albert Lenoir,Bouvel,MA-subj,1
Albert Lenoir,Bovesse,MineSouriante,1
Albert Lenoir,Braconnier,MineSouriante,1
Albert Lenoir,Brichart,MA-subj,1
Albert Lenoir,Brocas,MineSouriante,1
Albert Lenoir,Broodcoorens,MineSouriante,1
Albert Lenoir,Bubbs,MineSouriante,1
Albert Lenoir,Callie,MA-subj,1
Albert Lenoir,Calés,MA-subj,1
Albert Lenoir,Camille Gosset,MineSouriante,1
Albert Lenoir,Camille Huysmans,MA-subj,1
Albert Lenoir,Camille Huysmans,MineSouriante,1
Albert Lenoir,Cardadana,MineSouriante,1
Albert Lenoir,Carlo Carldana,MineSouriante,1
Albert Lenoir,Chain,MineSouriante,1
Albert Lenoir,Chapelinckx,MineSouriante,1
Albert Lenoir,Charlemagne,MineSouriante,1
Albert Lenoir,Charles,MA-subj,1
Albert Lenoir,Charles Bernard,MineSouriante,2
Albert Lenoir,Charles Hebblinck,MA-subj,1
Albert Lenoir,Charles Peggy,MineSouriante,2
Albert Lenoir,Charles Profiter,MA-subj,2
Albert Lenoir,Christiane Eymael,MA-subj,2
Albert Lenoir,Christiane Laude,MineSouriante,1
Albert Lenoir,Clavert,MA-subj,1
Albert Lenoir,Coets,MA-subj,1
Albert Lenoir,Coppois,MineSouriante,1
Albert Lenoir,Cracco,MineSouriante,1
Albert Lenoir,Creuz,MineSouriante,1
Albert Lenoir,Cromps,MA-subj,1
Albert Lenoir,Daudet,MineSouriante,1
Albert Lenoir,De Block,MA-subj,2
Albert Lenoir,De Marchi,MineSouriante,2
Albert Lenoir,De Rymaeker,MA-subj,1
Albert Lenoir,Degroux,MineSouriante,6
Albert Lenoir,Dejase,MA-subj,1
Albert Lenoir,Deleener,MA-subj,1
Albert Lenoir,Delsemme,MA-subj,1
Albert Lenoir,Denise Beeli,MineSouriante,8
Albert Lenoir,Denise Beeremans,MA-subj,1
Albert Lenoir,Depiere,MineSouriante,1
Albert Lenoir,Deschamps,MineSouriante,1
Albert Lenoir,Dessart,MineSouriante,1
Albert Lenoir,Destree,MineSouriante,1
Albert Lenoir,Dirck Lunembourg,MA-subj,1
Albert Lenoir,Duseausoi,MA-subj,1
Albert Lenoir,Edouard Yves,MA-subj,1
Albert Lenoir,Eggelpoels,MA-subj,1
Albert Lenoir,Ekmant,MA-subj,1
Albert Lenoir,Elmer,MineSouriante,1
Albert Lenoir,Elza Delbovier,MineSouriante,1
Albert Lenoir,Emile Boas,MA-subj,1
Albert Lenoir,Ensch,MA-subj,1
Albert Lenoir,Esther Manheimer,MA-subj,1
Albert Lenoir,Ex,MineSouriante,5
Albert Lenoir,Eygelshoven,MineSouriante,1
Albert Lenoir,Faisant,MineSouriante,1
Albert Lenoir,Ferdinand Janson,MineSouriante,4
Albert Lenoir,Fernand Blum,MA-subj,1
Albert Lenoir,Fernand François,MineSouriante,3
Albert Lenoir,Fernand Leane,MineSouriante,1
Albert Lenoir,Fernand Scouf,MineSouriante,1
Albert Lenoir,Fernand Urbain,MA-subj,1
Albert Lenoir,Ferrari,MineSouriante,1
Albert Lenoir,Firmin Baes,MA-subj,1
Albert Lenoir,Folon,MineSouriante,1
Albert Lenoir,Fontaine,MA-subj,1
Albert Lenoir,Forthomme,MineSouriante,1
Albert Lenoir,Fraikin,MA-subj,1
Albert Lenoir,Francis André,MineSouriante,1
Albert Lenoir,Frans Thys,MineSouriante,1
Albert Lenoir,François Raes,MA-subj,1
Albert Lenoir,Félix Waefelaer,MA-subj,1
Albert Lenoir,G.,MineSouriante,2
Albert Lenoir,G. Ebinger,MA-subj,1
Albert Lenoir,G. Maes,MA-subj,1
Albert Lenoir,Gaston Chandry,MineSouriante,2
Albert Lenoir,Geerts,MA-subj,1
Albert Lenoir,Geo Vermeire,MineSouriante,3
Albert Lenoir,Georges Antoine,MA-subj,1
Albert Lenoir,Germain Ajoux,MA-subj,1
Albert Lenoir,Germaine Beersman,MA-subj,1
Albert Lenoir,Germaine Hagemans,MineSouriante,1
Albert Lenoir,Geroday,MA-subj,1
Albert Lenoir,Ghiny,MA-subj,1
Albert Lenoir,Gits,MA-subj,1
Albert Lenoir,Gliesch,MineSouriante,1
Albert Lenoir,Gosset,MineSouriante,5
Albert Lenoir,Guy Depierre,MineSouriante,2
Albert Lenoir,H. Kerels,MineSouriante,2
Albert Lenoir,Hellemans,MineSouriante,3
Albert Lenoir,Hellin,MA-subj,2
Albert Lenoir,Henderyckx,MineSouriante,6
Albert Lenoir,Hendrickx,MineSouriante,1
Albert Lenoir,Henri H ... de Froidecourt,MineSouriante,1
Albert Lenoir,Henri Jaspar,MineSouriante,1
Albert Lenoir,Henri Lemaire,MA-subj,1
Albert Lenoir,Henri Lemaire,MineSouriante,15
Albert Lenoir,Henri de Bornier,MineSouriante,1
Albert Lenoir,Hergé,MineSouriante,3
Albert Lenoir,Herman Bossaerts,MA-subj,2
Albert Lenoir,Herman Bossaerts,MineSouriante,3
Albert Lenoir,Hermès,MA-subj,1
Albert Lenoir,Horn,MineSouriante,1
Albert Lenoir,Hovine,MineSouriante,3
Albert Lenoir,Hubert Dorchy,MA-subj,3
Albert Lenoir,Hymans,MineSouriante,1
Albert Lenoir,Hélène 'T Sas,MA-subj,1
Albert Lenoir,J,MA-subj,1
Albert Lenoir,J. Kïecker,MineSouriante,1
Albert Lenoir,J. Lippe,MineSouriante,1
Albert Lenoir,Jacqueline Moerman,MA-subj,1
Albert Lenoir,Jacques Henriette,MineSouriante,2
Albert Lenoir,Jacques Ochs,MineSouriante,3
Albert Lenoir,James Ensor,MineSouriante,3
Albert Lenoir,Jan,MineSouriante,1
Albert Lenoir,Janssens,MineSouriante,1
Albert Lenoir,Jean Ancia,MA-subj,2
Albert Lenoir,Jean Ancia,MineSouriante,12
Albert Lenoir,Jean Dratz,MineSouriante,3
Albert Lenoir,Jean Josse,MA-subj,1
Albert Lenoir,Jean-Ceaude,MineSouriante,1
Albert Lenoir,Jean-Emile,MineSouriante,8
Albert Lenoir,Jean-Leo,MineSouriante,1
Albert Lenoir,Jean-Marie de Ronchène,MineSouriante,1
Albert Lenoir,Jeanne Hovine,MineSouriante,3
Albert Lenoir,Jeanne Tastenoye,MA-subj,1
Albert Lenoir,Joseph De Lombaert,MA-subj,1
Albert Lenoir,Josette Longuehaleine,MineSouriante,1
Albert Lenoir,Jules Duwaerts,MA-subj,1
Albert Lenoir,Jules Lempereur,MA-subj,1
Albert Lenoir,Jules Lempereur,MineSouriante,10
Albert Lenoir,Jules-Marie Canneel,MA-subj,1
Albert Lenoir,Jules-Marie Canneel,MineSouriante,14
Albert Lenoir,Julien Merckx,MA-subj,1
Albert Lenoir,Julien Ponly,MA-subj,1
Albert Lenoir,Karl,MineSouriante,1
Albert Lenoir,Keymolen,MineSouriante,1
Albert Lenoir,Klec,MineSouriante,3
Albert Lenoir,Kockelmeyer,MA-subj,1
Albert Lenoir,Kupfferschlaeger,MineSouriante,1
Albert Lenoir,L. Mestdagh,MA-subj,1
Albert Lenoir,Leane,MineSouriante,1
Albert Lenoir,Leclercq de Ste Haie,MineSouriante,1
Albert Lenoir,Leflot,MA-subj,1
Albert Lenoir,Lem,MineSouriante,1
Albert Lenoir,Levacque,MA-subj,1
Albert Lenoir,Libeau,MA-subj,1
Albert Lenoir,Liedel,MineSouriante,1
Albert Lenoir,Lily Bourget,MineSouriante,1
Albert Lenoir,Lippens,MineSouriante,2
Albert Lenoir,Liébaut,MA-subj,1
Albert Lenoir,Lou,MineSouriante,1
Albert Lenoir,Louis Lou,MineSouriante,3
Albert Lenoir,Louis Piérard,MineSouriante,2
Albert Lenoir,Louis Van Cutsem,MineSouriante,2
Albert Lenoir,Lucien Cooremans,MineSouriante,1
Albert Lenoir,Lucien Desmare,MA-subj,1
Albert Lenoir,Lucien Hirsch,MA-subj,1
Albert Lenoir,Léo Campion,MA-subj,1
Albert Lenoir,Léo Jo,MineSouriante,6
Albert Lenoir,Léon De Greef,MA-subj,2
Albert Lenoir,Léon Degrelle,MineSouriante,1
Albert Lenoir,Léon Sanck,MA-subj,1
Albert Lenoir,Mady Purnode,MineSouriante,2
Albert Lenoir,Marc Vanhille,MA-subj,1
Albert Lenoir,Marcel Antoine,MA-subj,10
Albert Lenoir,Marcel Antoine,MineSouriante,19
Albert Lenoir,Marcel Dubois,MA-subj,1
Albert Lenoir,Marcel Lefèvre,MA-subj,1
Albert Lenoir,Marcel ROVAIN,MineSouriante,1
Albert Lenoir,Marcel RootHoofd,MA-subj,1
Albert Lenoir,Marcel Vermeersch,MA-subj,2
Albert Lenoir,Marcelle Vandesande,MA-subj,1
Albert Lenoir,Marie Dubas,MineSouriante,2
Albert Lenoir,Marinùs,MineSouriante,1
Albert Lenoir,Marlène,MineSouriante,1
Albert Lenoir,Martin,MineSouriante,1
Albert Lenoir,Mathieu,MA-subj,1
Albert Lenoir,Maurice,MA-subj,1
Albert Lenoir,Maurice Fraikin,MA-subj,2
Albert Lenoir,Maurice Gauchez,MineSouriante,1
Albert Lenoir,Max,MineSouriante,3
Albert Lenoir,Max Moreau,MineSouriante,1
Albert Lenoir,Max Servais,MineSouriante,2
Albert Lenoir,Maë West,MineSouriante,1
Albert Lenoir,Mendel,MA-subj,1
Albert Lenoir,Mic,MineSouriante,1
Albert Lenoir,Michiels,MineSouriante,1
Albert Lenoir,Mister Van,MineSouriante,5
Albert Lenoir,Mistinguett,MineSouriante,1
Albert Lenoir,Mlle Arlette Vincent,MineSouriante,1
Albert Lenoir,Mlle Delepine,MineSouriante,1
Albert Lenoir,Mlle Suzy Lova,MineSouriante,1
Albert Lenoir,Mlle Votron,MineSouriante,1
Albert Lenoir,Mlles Burtanbourg,MA-subj,1
Albert Lenoir,Mme Jadin,MA-subj,1
Albert Lenoir,Mme Van den Heuvel,MineSouriante,1
Albert Lenoir,Moedyck,MineSouriante,2
Albert Lenoir,Moeremans,MineSouriante,1
Albert Lenoir,Moncassel,MineSouriante,1
Albert Lenoir,Mordant,MA-subj,1
Albert Lenoir,MoroGiafferi,MineSouriante,1
Albert Lenoir,Mosdije,MineSouriante,1
Albert Lenoir,Moulc-kers,MA-subj,1
Albert Lenoir,Moureau,MA-subj,1
Albert Lenoir,Movet,MineSouriante,1
Albert Lenoir,Myrima Dariam,MA-subj,1
Albert Lenoir,Nanreff,MineSouriante,4
Albert Lenoir,Natan,MA-subj,1
Albert Lenoir,Nelly Coupez,MA-subj,1
Albert Lenoir,Nie,MineSouriante,1
Albert Lenoir,Noskoff,MineSouriante,1
Albert Lenoir,O. Siniaver,MineSouriante,1
Albert Lenoir,Oarldana,MineSouriante,1
Albert Lenoir,Ochs,MineSouriante,4
Albert Lenoir,Odette Lhost,MA-subj,1
Albert Lenoir,Oscar Biltiau,MA-subj,4
Albert Lenoir,P. Gravez,MineSouriante,1
Albert Lenoir,P. Polof,MA-subj,1
Albert Lenoir,P. Waefelaer,MA-subj,1
Albert Lenoir,Paul,MineSouriante,1
Albert Lenoir,Paul Leclercq,MineSouriante,5
Albert Lenoir,Permeke,MineSouriante,1
Albert Lenoir,Philippe Deroy,MA-subj,1
Albert Lenoir,Philippe Quersin,MineSouriante,1
Albert Lenoir,Pierre Carton,MA-subj,2
Albert Lenoir,Pierre Dac,MineSouriante,1
Albert Lenoir,Pimparé,MA-subj,1
Albert Lenoir,Piron,MA-subj,1
Albert Lenoir,Pol Hainaut,MA-subj,1
Albert Lenoir,Pol Romain,MA-subj,1
Albert Lenoir,Poullet,MineSouriante,2
Albert Lenoir,Quintin,MA-subj,1
Albert Lenoir,Quiévreux,MineSouriante,1
Albert Lenoir,Raiff,MA-subj,1
Albert Lenoir,Rali,MA-subj,1
Albert Lenoir,Rali,MineSouriante,9
Albert Lenoir,Raoul Janssen,MineSouriante,1
Albert Lenoir,Ray Ber,MineSouriante,5
Albert Lenoir,Ray Mu,MA-subj,1
Albert Lenoir,Ray Mu,MineSouriante,3
Albert Lenoir,Raymond Berghmans,MineSouriante,1
Albert Lenoir,Raymond Foucart,MA-subj,1
Albert Lenoir,Raymond Rypens-Verhassel,MA-subj,2
Albert Lenoir,Raymonde Herlin,MA-subj,1
Albert Lenoir,Renkin,MineSouriante,1
Albert Lenoir,René CLERIAXE,MineSouriante,1
Albert Lenoir,René Calés,MA-subj,2
Albert Lenoir,René Dewaele,MineSouriante,1
Albert Lenoir,René Piccolo,MineSouriante,1
Albert Lenoir,René Ponly,MA-subj,2
Albert Lenoir,René Verbrugghen,MA-subj,1
Albert Lenoir,Ressier,MA-subj,1
Albert Lenoir,Richard Dupierreux,MineSouriante,3
Albert Lenoir,Robert Allard,MA-subj,1
Albert Lenoir,Robert Boxus,MA-subj,1
Albert Lenoir,Robert Carlier,MineSouriante,1
Albert Lenoir,Robert Goffin,MA-subj,1
Albert Lenoir,Robert Van der Straeten,MineSouriante,3
